#Steps per trials = 162
Init value function to min
Min R value = -0.343487 init value = -6.869739999999994
Begin blind policy computation  3 actions
FSVI:VI:FSVI: Iteration 39 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 14 V(b0) -6.87 CPU time 0 CPU total 0 #backups 686 |BS| 17 memory:  total 305 free 138 max 1908Starting at state 2
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 40 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 7 V(b0) -6.87 CPU time 0 CPU total 0 #backups 694 |BS| 17 memory:  total 305 free 138 max 1908Starting at state 13
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 41 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 2 V(b0) -6.87 CPU time 0 CPU total 0 #backups 697 |BS| 17 memory:  total 305 free 138 max 1908Starting at state 9
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 42 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 12 V(b0) -6.87 CPU time 0 CPU total 0 #backups 710 |BS| 17 memory:  total 305 free 134 max 1908Starting at state 9
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 43 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 12 V(b0) -6.87 CPU time 0 CPU total 0 #backups 723 |BS| 17 memory:  total 305 free 130 max 1908Starting at state 7
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 44 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 9 V(b0) -6.87 CPU time 0 CPU total 0 #backups 733 |BS| 17 memory:  total 305 free 130 max 1908Starting at state 0
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 45 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 6 V(b0) -6.87 CPU time 0 CPU total 0 #backups 740 |BS| 17 memory:  total 305 free 125 max 1908Starting at state 12
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 46 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 3 V(b0) -6.87 CPU time 0 CPU total 0 #backups 744 |BS| 17 memory:  total 305 free 125 max 1908Starting at state 9
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 47 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 46 V(b0) -6.87 CPU time 0 CPU total 0 #backups 791 |BS| 17 memory:  total 305 free 112 max 1908Starting at state 4
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 48 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 22 V(b0) -6.87 CPU time 0 CPU total 0 #backups 814 |BS| 17 memory:  total 305 free 108 max 1908Starting at state 8
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 49 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 6 V(b0) -6.87 CPU time 0 CPU total 0 #backups 821 |BS| 17 memory:  total 305 free 108 max 1908Starting at state 8
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 50 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 19 V(b0) -6.87 CPU time 0 CPU total 0 #backups 841 |BS| 17 memory:  total 305 free 103 max 1908Starting at state 6
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 51 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 11 V(b0) -6.87 CPU time 0 CPU total 0 #backups 853 |BS| 17 memory:  total 305 free 99 max 1908Starting at state 9
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 52 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 22 V(b0) -6.87 CPU time 0 CPU total 0 #backups 876 |BS| 17 memory:  total 305 free 95 max 1908Starting at state 9
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 53 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 5 V(b0) -6.87 CPU time 0 CPU total 0 #backups 882 |BS| 17 memory:  total 305 free 90 max 1908Starting at state 11
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 54 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 17 V(b0) -6.87 CPU time 0 CPU total 0 #backups 900 |BS| 17 memory:  total 305 free 86 max 1908Starting at state 15
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 55 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 2 V(b0) -6.87 CPU time 0 CPU total 0 #backups 903 |BS| 17 memory:  total 305 free 86 max 1908Starting at state 8
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 56 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 74 V(b0) -6.87 CPU time 0 CPU total 0 #backups 978 |BS| 17 memory:  total 305 free 69 max 1908Starting at state 10
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 57 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 4 V(b0) -6.87 CPU time 0 CPU total 0 #backups 983 |BS| 17 memory:  total 305 free 69 max 1908Starting at state 12
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 58 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 1 V(b0) -6.87 CPU time 0 CPU total 0 #backups 985 |BS| 17 memory:  total 305 free 69 max 1908Starting at state 0
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 59 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 2 V(b0) -6.87 CPU time 0 CPU total 0 #backups 988 |BS| 17 memory:  total 305 free 69 max 1908Starting at state 4
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 60 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 8 V(b0) -6.87 CPU time 0 CPU total 0 #backups 997 |BS| 17 memory:  total 305 free 64 max 1908Starting at state 0
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 61 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 14 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1012 |BS| 17 memory:  total 305 free 60 max 1908Starting at state 14
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 62 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 9 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1022 |BS| 17 memory:  total 305 free 60 max 1908Starting at state 11
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 63 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 7 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1030 |BS| 17 memory:  total 305 free 56 max 1908Starting at state 9
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 64 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 21 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1052 |BS| 17 memory:  total 305 free 51 max 1908Starting at state 10
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 65 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 1 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1054 |BS| 17 memory:  total 305 free 51 max 1908Starting at state 6
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 66 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 3 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1058 |BS| 17 memory:  total 305 free 51 max 1908Starting at state 9
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 67 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 17 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1076 |BS| 17 memory:  total 305 free 47 max 1908Starting at state 0
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 68 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 20 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1097 |BS| 17 memory:  total 294 free 246 max 1908Starting at state 12
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 69 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 18 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1116 |BS| 17 memory:  total 294 free 242 max 1908Starting at state 0
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 70 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 24 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1141 |BS| 17 memory:  total 294 free 237 max 1908Starting at state 12
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 71 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 7 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1149 |BS| 17 memory:  total 294 free 233 max 1908Starting at state 12
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 72 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 33 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1183 |BS| 17 memory:  total 294 free 225 max 1908Starting at state 0
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 73 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 4 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1188 |BS| 17 memory:  total 294 free 225 max 1908Starting at state 8
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 74 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 2 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1191 |BS| 17 memory:  total 294 free 225 max 1908Starting at state 8
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 75 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 13 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1205 |BS| 17 memory:  total 294 free 221 max 1908Starting at state 10
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 76 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 3 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1209 |BS| 17 memory:  total 294 free 221 max 1908Starting at state 12
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 77 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 4 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1214 |BS| 17 memory:  total 294 free 221 max 1908Starting at state 3
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 78 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 29 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1244 |BS| 17 memory:  total 294 free 212 max 1908Starting at state 4
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 79 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 7 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1252 |BS| 17 memory:  total 294 free 212 max 1908Starting at state 8
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 80 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 11 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1264 |BS| 17 memory:  total 294 free 208 max 1908Starting at state 14
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 81 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 6 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1271 |BS| 17 memory:  total 294 free 204 max 1908Starting at state 10
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 82 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 4 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1276 |BS| 17 memory:  total 294 free 204 max 1908Starting at state 15
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 83 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 3 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1280 |BS| 17 memory:  total 294 free 204 max 1908Starting at state 2
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 84 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 6 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1287 |BS| 17 memory:  total 294 free 200 max 1908Starting at state 10
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 85 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 8 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1296 |BS| 17 memory:  total 294 free 200 max 1908Starting at state 2
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 86 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 4 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1301 |BS| 17 memory:  total 294 free 200 max 1908Starting at state 10
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 87 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 4 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1306 |BS| 17 memory:  total 294 free 195 max 1908Starting at state 7
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 88 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 27 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1334 |BS| 17 memory:  total 294 free 191 max 1908Starting at state 14
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 89 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 39 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1374 |BS| 17 memory:  total 294 free 183 max 1908Starting at state 11
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 90 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 4 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1379 |BS| 17 memory:  total 294 free 179 max 1908Starting at state 8
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 91 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 17 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1397 |BS| 17 memory:  total 294 free 175 max 1908Starting at state 10
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 92 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 2 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1400 |BS| 17 memory:  total 294 free 175 max 1908Starting at state 12
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 93 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 1 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1402 |BS| 17 memory:  total 294 free 175 max 1908Starting at state 1
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 94 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 9 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1412 |BS| 17 memory:  total 294 free 170 max 1908Starting at state 4
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 95 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 13 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1426 |BS| 17 memory:  total 294 free 170 max 1908Starting at state 2
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 96 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 4 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1431 |BS| 17 memory:  total 294 free 166 max 1908Starting at state 9
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 97 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 78 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1510 |BS| 17 memory:  total 294 free 149 max 1908Starting at state 3
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 98 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 3 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1514 |BS| 17 memory:  total 294 free 145 max 1908Starting at state 2
Begin improve
End improve, |V| = 1, delta = 0.0
FSVI:VI:FSVI: Iteration 99 |Vn| = 1 time 0 V changes 1 max delta 0.0 depth 14 V(b0) -6.87 CPU time 0 CPU total 0 #backups 1529 |BS| 17 memory:  total 294 free 145 max 1908FSVI:VI:Finished Value Iteration - time : 0 |V| = 1 backups = 1529 GComputations = 1691360 Dot products = 203359	Avg. steps per trial 150

POMDP:computeAverageDiscountedReward:After 2000 tests. ADR -6.867, stdev 0.0 SE 0.0 time 1
POMDPSolver:main:ADR = -6.866610455769286
